交易哈希,区块高度,时间,发送方,接收方,代币符号,代币名称,代币合约,数量,方法,类型
0x9ea4f575c18baed12d07887c20a41e38120c7171691c915138e32b5c0c3c3724,7082087,2026-07-12 06:49:04,0x65842d68b3AE31630191c46aB25d2e4e8B5141b6,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,17949.661152,transfer,token_transfer
0xfb12f5102ec80ea825886607a7ee6def650b732065a5bddc4ce4602aa41fa03d,7082086,2026-07-12 06:49:01,0x36D0D1eDb9CA645347Bf32CE5283c76257511E41,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,74096.1923,transfer,token_transfer
0x87541721f28d46da180acedcf90e465693f7780102936402fe54ae2abf42fc54,7082084,2026-07-12 06:48:55,0x5C014724E356fdc2F1047C90Bf46Ad638158aA86,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,29471.101649,transfer,token_transfer
0xda49c44d10862cf98af68d1bc11027fcc7ca86adbbf48c027fa1faec59e5282c,7082084,2026-07-12 06:48:55,0x2A21104707744c9058b40f490aAcFaDA8C8d43e7,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,10761.492275,transfer,token_transfer
0x7182a98d431fd2ddddb26e5148a727f9392c85593a66914649396cc122e670b3,7082082,2026-07-12 06:48:46,0x04B6030abcbb400dbde79F2F1b038471aE3B0e91,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,67712.2365,transfer,token_transfer
0xf251f116ce4ffe6fe3a79d9d9daec078b4cd854c37389b632abacd0120cbb37a,7082081,2026-07-12 06:48:43,0x0cB75b8F1491798B7C8705336c9E53e1aE36B25E,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,10069.441304,transfer,token_transfer
0x68028bda638e299ee3f70f874e7e3d281dac1550bee22b277c738a77fd8ed404,7082081,2026-07-12 06:48:43,0x7f85ae4901dBEC2fB4E50a4c85b9a683069e29A4,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,23192.577848,transfer,token_transfer
0x0d28066080218f54a2527e34f0a3b1bff9e25626b7747e947846840c8bd83e23,7082078,2026-07-12 06:48:34,0xf4860c467C3F14AB54c83FF2A140976953563961,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,17181.327885,transfer,token_transfer
0x9a09f8e68a17ba3608843498a61d63975f03544f282aca69234b8a2eea6c9ccf,7082078,2026-07-12 06:48:34,0x9563EbCF2e3362b00B65f7625DdB19D2684fFCEe,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,66803.7416,transfer,token_transfer
0x63812b66fcfcd7345187d718c355d7b53c4b2e29beed206319fef1b8f0e687c7,7082076,2026-07-12 06:48:28,0xdbBF163DaD6d724d7ddB909AcD7775951Fd1f4ee,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,21992.033204,transfer,token_transfer
0x032ad655b83e8e2ca86d94c7bd2bfe2d3b8580da01963872e5b3e45d654c5baa,7082075,2026-07-12 06:48:25,0xE61a6288E284545B1F284514B27E28662a719C54,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,16440.636213,transfer,token_transfer
0x245395defcddc41e6caf3bfc0b342fe5eacef8c7f0707e7cd2cbaedc2132c885,7082072,2026-07-12 06:48:16,0x6e9b4EB2A6CD5BF480b5aCdD1906e6f9d670Ed8b,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,31978.765416356968,transfer,token_transfer
0xe5964423f1ee56be9c3e54d1e364dbd25e2c009528fd4ddc3820ac5354d56543,7082072,2026-07-12 06:48:16,0x36a17Ed8d489099ec75E08229f0c94b7d3a64592,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,70066.2388,transfer,token_transfer
0xe982cc73df1dc5de8aa2df13829c4d45ad52d24daf74b430b4160a64456b1944,7082072,2026-07-12 06:48:16,0xE1CD248F2B12a62059437E2b9EC71007959fC826,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,15395.524634,transfer,token_transfer
0x341305ce1b0ce05e59ed958efb756987695404926ffda65b86cb3b006db7c7ba,7082070,2026-07-12 06:48:07,0xC3aB23de4F2443aD015615d41B5787a7D030C065,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,74890.4264,transfer,token_transfer
0x3baed855206dd9084e71360f0546491043cc7c741461fc970dcf54717fc14fb7,7082069,2026-07-12 06:48:04,0x07594AEd6E538772E1DA83BC55A4564589f36552,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,17129.427,transfer,token_transfer
0x195f8c529141fd560e08dcfb52f604696071f0980478b85f52899652c04c0716,7082068,2026-07-12 06:48:01,0x22AD5c6108567BE32Ee1aA62B4914df4d2C1f804,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,54013.956832125,transfer,token_transfer
0x1474237b7af016f28fa483baf7a39806a066edd9e7e55e96a8d8e040f9a318ae,7082066,2026-07-12 06:47:55,0xB7A8d27DDCB1846580D525F7A229cF9084b32943,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,9.512023095190601,transfer,token_transfer
0x5461ebbf9973ead250e33dfa7f2e3de9636dc0d930d33ffff5500e1528ba9e45,7082064,2026-07-12 06:47:49,0xBc969A34deeb0cA0C1D61C523E79271A34Ee5E56,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,69347.3105,transfer,token_transfer
0x8e020139df992f3be076d468312e5396d6c40b973374a24de8c0b7bee2ace5b1,7082064,2026-07-12 06:47:49,0x62c9cFd38d0fcBA83eAA746e8C2Efe9eeaA90943,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,2.927193741224775,transfer,token_transfer
0x1b1de113af630504bb2f65c97b9ec259bd25d36bd11a878a49eb87cb3243dd4b,7082063,2026-07-12 06:47:46,0x8C902B88E0e64a9Ab7ea5FC4Bf9ee35B0474F66F,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,26028.9742341622,transfer,token_transfer
0xc8ab0b143d91bd744ecbc9545f083c7ccfe7e146357b222cf1581cb45bf92e3b,7082060,2026-07-12 06:47:37,0x220da22c98da16139EBE6281E73A69Be03A23704,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,50830.7462,transfer,token_transfer
0x50ea4603d093fa383be5166b466f8143ebfea3978bda8ceeea9ab52543554e09,7082060,2026-07-12 06:47:37,0x0d87F7F706FA4453A07B0099cAdd8212Fa954f19,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,23986.02201134475,transfer,token_transfer
0xbe617d188869bd856ab50b1a1078e51dd2f75a63e9820d897ac9fea5f4be7442,7082059,2026-07-12 06:47:31,0x9CE0F0c0978864a88fF5995C6fb44435Aea92c9b,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,1036.498954,transfer,token_transfer
0x8e78274781c02a1a7f2fe0f7123d91bb35b98dfba5e7b1d17ffda85c82b3ed5d,7082059,2026-07-12 06:47:31,0x624A1b03c56Dc3F39B26037312D6628623a6948F,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,25267.40368642572,transfer,token_transfer
0x5b81caf7fb2f8c187d1b6edcd1f903bb7a16488cfa8132b5c33ceef9c8f0682f,7082057,2026-07-12 06:47:25,0x8bcC910498469810f20b7413F8439D3F3b4b5442,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,2.088842309050879,transfer,token_transfer
0x0c3eec43766d4b6dcaf7c72948b23bca420758d650f26ed2ed8f38c4c0003f2f,7082056,2026-07-12 06:47:22,0x0e20DecdcF64a4A1CE2a23fC2826a7B18aC01324,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,49657.6307,transfer,token_transfer
0x839523265784bef911eac643fc35a7170834dba40cdaf98c8b5cf4833458a32d,7082055,2026-07-12 06:47:19,0xb2e09D552b45C2D0BDec7825a27FEA1B0C9e436b,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,3.6708241551279532,transfer,token_transfer
0x0a24f0c04c1ecb4072cbb5475bc7c6c2fa632d506291129fb13836debb7dab59,7082055,2026-07-12 06:47:19,0xe8024796e986C973eF5e12d10FDbaCdC69d68Dd9,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,26025.98237541844,transfer,token_transfer
0xeac7d37416c99b844601786f6a9b4acfdd67d9b1d435d44bc7c063fa20c3d9c9,7082052,2026-07-12 06:47:10,0xAe76fC19DC4F13Dd92c370939425E8b824B303E0,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,1.9012707821643016,transfer,token_transfer
0xf069ff643b74c63bb64047295fd09669d7a2290ce11df2bd0b44d957d0013dfd,7082051,2026-07-12 06:47:07,0x37b8DDa73ddd34CC7732CacF6a21BC472CD42d3E,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,50980.3029,transfer,token_transfer
0xffdadbb2cb84bd9bdcc2a68682ab6859988f7473399cc98cbb3fb1db5f33f0c9,7082050,2026-07-12 06:47:04,0xeEdC1Ff6AC129Be2f73b12e70cA8fD8f28A97a82,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,28218.306935667733,transfer,token_transfer
0xecf1e9a75b687c1043bdb83a8017d9a3dffcfa05d18e82e92dd918fed63a81be,7082048,2026-07-12 06:46:58,0x997be68010a301685C30b9e0932822ad503DeA2f,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,2.425340907087652,transfer,token_transfer
0x67ff43c3dba9d969eca719c37e040bf88d4530a05a2c5408d1601a66f32b496a,7082047,2026-07-12 06:46:52,0x3c135Ab3fe8E698397F743b7049146C7Ab9Fa268,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,73573.7015,transfer,token_transfer
0x85447e132c28d668f5a9979726ea4be8cc906b80c37d71ed6ab8109ca673f981,7082046,2026-07-12 06:46:49,0x1130Ce5D6e7e8009Fd063b4D7955A80b6cDBD87e,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,26000.514719711664,transfer,token_transfer
0x72de5dd1c6fd0c985cc3d30d105fda9ac5362be8447a498a2e75dfd2f9835bc1,7082043,2026-07-12 06:46:40,0xA8634744DF042c6FbdF8Eced607d572De84ba97E,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,4.907458446862191,transfer,token_transfer
0x0b18042febea4b18700a66ab3a8d34828437d4b8da54d1f0f78f6791054f7235,7082043,2026-07-12 06:46:40,0xEfB8847F78CB120241c3bD8B5D5dCE22a530B690,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,62933.4673,transfer,token_transfer
0x7a1a26992cb726fb6da4dd51b76bf5126571ae96d6a9e9d9e1bdd6e51f6166d8,7082041,2026-07-12 06:46:34,0x4E961C931dE243DDf173cb3ebfF953A27efCcA26,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,23872.98642626932,transfer,token_transfer
0x79db225b2bbad134708ddd8598dda313c93ee1ddea41f7899301b6191b69771a,7082038,2026-07-12 06:46:25,0x5938E2248236E8D95b7D2432f40fad9A98B69004,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,76517.6893,transfer,token_transfer
0x9f4920ab2a6dee72374be66a7cd505803c570bafef101f832bfe5204b76fbef6,7082038,2026-07-12 06:46:25,0x792888EC19b2bf88E98c533a215bb10eD9444c99,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,5.3812395567100095,transfer,token_transfer
0xac20b8b0874b9795ba64736b724a84f8d2396b04c90a20e7ea81ac6baa2c1237,7082036,2026-07-12 06:46:19,0xB306d1AAdF2571C5e88ab80c325617159Dca81F5,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,25219.414747772316,transfer,token_transfer
0xe0fec51c761a3b4235afe136d0814aff19e6eb39db9f5ed85ccec030f98987c1,7082034,2026-07-12 06:46:10,0xe842a3205b3cD9918fC5de816d4555d0eaa7f241,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,76794.05,transfer,token_transfer
0xcd066fdc79524c278e39ed56330bcc1dc154db8dae55ee99cf0840b9182d9e6c,7082033,2026-07-12 06:46:07,0xB0355a95c59CC1dab20215aBbA97d43567628543,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,5.308357810834758,transfer,token_transfer
0xa5aede6fbb77eb452eeb1234eb86fa054a76b334cfac1c9913bab773a32cbcad,7082033,2026-07-12 06:46:07,0xc19d8006441D5447F7e1A1Cf2E05e227712D57bf,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,31524.702842163562,transfer,token_transfer
0x2a85e408c927e920ab53367c3bf2b7ff2bc8ed4f68440447c6aae5a2b73b7c5a,7082032,2026-07-12 06:46:04,0x9dEd8fFbf9b1924CFDD9534E08838409293Eae7e,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,11372.47856111902,transfer,token_transfer
0x404d5e034638258dc5cb1b30fdf0d8ce354c714f70867ea6e8e7e82d72f12bb7,7082030,2026-07-12 06:45:58,0x68A4FdEDb99ccD14956000E85BBB08A112815Ae5,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,72038.9647,transfer,token_transfer
0xde57e8f21a8b53934827339162f5d88160624cfae431e0778a95f6791c24b609,7082029,2026-07-12 06:45:55,0x8cF3Cb3F7e60d1e18AC2374a28E16a94C9508759,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,30432.036189732215,transfer,token_transfer
0x28198a8537c84faebc4e58663178b38a900eb7ccf262dd8cdc9d83b5f92660cb,7082028,2026-07-12 06:45:52,0xc4B93De1F0e0DD8B7eB6832F06900b3EfB829702,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,3.7413171830674514,transfer,token_transfer
0xb78609bf1bad56d6011c77511e3c7815ef2a55cd869c673dc60a11a84af71716,7082028,2026-07-12 06:45:52,0xDbf84AB440C5698af0428D9F220d2AcE50Ae58d4,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,25056.992319625788,transfer,token_transfer
0xd29148200d8317c235112197f66ed4f314fe0022e27cac6667e4fadae1609f15,7082026,2026-07-12 06:45:46,0xa0ECeF5193C635aaD650E3c4538e33f798082Dab,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,55105.60628334509,transfer,token_transfer
0xb3cf212d4653ac6c9f763571bc75358c673c2672c9f2d1d773115db0819f43d8,7082024,2026-07-12 06:45:40,0xe4a1172788Cc4bbaAfE83605dD13C260bf721106,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,78198.5714,transfer,token_transfer
0x4ae549fcb2e08aee5290b735de1a92f6713df1112e4574f9a775260d97645e03,7082024,2026-07-12 06:45:40,0xF5093515cCd2C3276d42Ae7b43510AfF3DC9f908,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,5.148824523714779,transfer,token_transfer
0xa5bc07cebdb6b5493710132dfdfea8db99e3c457561bf0267f9bc8bfc4442e6a,7082024,2026-07-12 06:45:40,0x3720394bd12b8E269E7398Ab16cc736137Fd1b4E,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,47655.82011844129,transfer,token_transfer
0xd368845c9ca0777a4c7a21ea8b74702f5712823eedd69d0297fb3444637b1649,7082024,2026-07-12 06:45:40,0x6090B7E05d7ca1067F06f23b9d9C2cA1Dbc56311,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,31043.546776498963,transfer,token_transfer
0xafa3ffb63d009ad6daee16dad8d2397ff3706c977a3cffc2ce7c095c8358f4da,7082022,2026-07-12 06:45:31,0xf352Aa94947e52d888Fcd375C68D614e2a40F0E3,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,69282.81727747386,transfer,token_transfer
0x8a3073d9591ca5a33deaa50522141a6d5123dd43c2f46d29ef40566409bdc02b,7082021,2026-07-12 06:45:28,0xBEacBc18427A0582Aed10Af43e20646989833E5d,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,13.516556461122706,transfer,token_transfer
0xcc753e6fa44792dd177a3b3c396a2eff1a3b61800f6e0b432007ff8594d61dcc,7082019,2026-07-12 06:45:22,0x53aEC5D5DE5b7F24a9c323a8F228F4E8290B34b9,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,28712.807479274543,transfer,token_transfer
0x591a055d1993908159ccff3f500305ea88a1b26cf5244aaad7693678cf29977f,7082019,2026-07-12 06:45:22,0x1F7C099aAEB8287B1EFc33CAA1D1ae3C2ae3C261,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,66356.3353,transfer,token_transfer
0x78263f913093019be1b9b70e2ae5f523ec68b60173ee2cb900335a3cbac7cd36,7082018,2026-07-12 06:45:19,0x4e1F3b590383636a3fd6b69C64c4652C2649Ab08,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,23227.16984919322,transfer,token_transfer
0x9fc523868a2d66e92879f378fc906195e980e3f94b2a1739200f64bb00ba02aa,7082015,2026-07-12 06:45:10,0xd21724EF2B1c4fD173d150DC246F528eaBc7930a,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,57689.90845189202,transfer,token_transfer
0x43080ef54da1bdc5f16c7db6a13e2b4d7221fd5b634fb068be300bb6b880775a,7082015,2026-07-12 06:45:10,0xD5675Db4Dc17f17eFfeF0deD729E5f5cc80BE986,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,16.22736215482072,transfer,token_transfer
0x6168602e25fcd81372fe92c11fd20317a256feb5bc000feee8290f41cf53d810,7082015,2026-07-12 06:45:10,0x3509647DC3C43566Fdf6fb8123cAB6dBb43A26df,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,75158.0106,transfer,token_transfer
0x8560d8f59b1c3329f71a8de23ee5ebea7e8ca7c869b6ca2c1f273eb012d09ca2,7082014,2026-07-12 06:45:07,0x3E4cF22944C37c452367C8444F45a916957F4771,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,24578.990212921406,transfer,token_transfer
0x2342232492bd8c2dbf21d2bfb412ecaf6a9bcecf174a1ef0cb8f12f164f50bc4,7082012,2026-07-12 06:45:01,0x72b4F0EaCdC99B89853bfBd7D791E7aEabeB9aCE,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,73834.2536,transfer,token_transfer
0x847e544f11c7ed393a926f811e74b4e10db95557fc05bb0352337e11ba6da454,7082012,2026-07-12 06:45:01,0x925B408b52a61cB58ac16e8f14D66e83091DD0e1,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,47759.63913719342,transfer,token_transfer
0x7c99a4ac1f93d4cbfd3b49a4b6c691d7447b76e98fd06ce09ac603b86ba9badb,7082011,2026-07-12 06:44:55,0x7A7a117f21C1dF0E9bBf37Bf5aED5917646f3c8D,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,8.30883399229198,transfer,token_transfer
0xf36e479eb81d476a71e15587f5a9c4b71a10c646c88d28c0e4ea41e8c0bfb13f,7082010,2026-07-12 06:44:52,0xe1a3608A0562Ed115b6d50910Ada96eccbfE4Fb9,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,29525.034526125215,transfer,token_transfer
0x3c42b5114ba9eb1ae8b3421eb3ecc183fedf65a2277617ec29d8b8d07f96eb9c,7082009,2026-07-12 06:44:49,0xA51C9AF312b54149Be2c83246A07886112065122,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,77914.6013,transfer,token_transfer
0xe1b2c957ca60c162e70d21022f0f75dd45bd38a00347bf97c60f735c7801cc0c,7082009,2026-07-12 06:44:49,0x6b73f675b406f04f530787848D22CbdEa111DF2D,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,39089.49250400356,transfer,token_transfer
0x02f1f5d2532ac4b5bf906e3f2db40fed5df4c9e32d9a7f3c0c46bc6aadef5445,7082006,2026-07-12 06:44:40,0x0D2C1FBB129f7f108E28Db5928d439f02c53C32F,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,73056.7178,transfer,token_transfer
0xb4aaeb3e05e7efa8ba3ddf4cfa8a7e6ca77debca4feaeb501341dfc76eaedfab,7082006,2026-07-12 06:44:40,0x9E8A46caEA271cdA33a2e78157867D8C5eb40E36,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,22042.24000941998,transfer,token_transfer
0x4f8911fa5d73e2032f4a0d557a19a717bc47b3b8b1fbc5e7858d2463f6b5468d,7082006,2026-07-12 06:44:40,0x07301c2e3e0B54646bC8878e381eeF9CAa1348ee,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,19172.126628198952,transfer,token_transfer
0xab1fd162d4e3f8036918488d4bb6294d52b58404ed05678adcb6153ee0c4b937,7082005,2026-07-12 06:44:37,0x7f20607b6b580B16815B82465059bB8A1F92CF50,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,41782.1659547524,transfer,token_transfer
0xffb625981ed062d4936790f2dd47c723bb220c6088625073d7bac8fcd7d47c72,7082003,2026-07-12 06:44:31,0x3cc83C21951C8335c2544b990791D38654e76bD3,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,74624.2687,transfer,token_transfer
0x8bb0ea9d04e5ed2e30815ff20e02c8d5b24dcd87e79f44cb61c9e7ef72e1c623,7082000,2026-07-12 06:44:22,0xb1c335b2cE8b4342157ceF7822183aD4A83102Ab,0xe57aAcE18ef9c0C036c417209b0299f8C4e7857C,PGL,PG LONG,0xFc211A476eF74f7E6E7cAcB1a0B55E4203fA387f,61852.66274894373,transfer,token_transfer
