地址,转账代币数量
0xf3471dAfc4c3E174B7d78be91268F4ccD7d60E82,50463.74339892702
0x17e904EE732442F78f0fCd022A8b5956A23deE23,8318.789
0x6E4B4ab1D16a5DE76DE8a442b4944a48F4280b7b,100042.03610124705
0x3F492C9342fd214E0D386b022C91b1Aea1409528,52863.836468
0x51cCBD832f4855057990Cd315c58Cb4a792Ce6Df,51197.84431551314
0x6e917a28eB92262E99E90640e2EdF19A1AF43a8f,5936.533793488062
0x1446F1859CAd4C16b5C8c5B3787888bB56a5930f,10594.6997
0x48762AfA9df65dC354915Ba7d1C3Cb69d5393cA2,463.02
0xCA3408832d3fC699545304c9AAafCb7a9C5c95dd,5037.7945890132905
0xC3986dBd42aEBc5E4B8561789924D0346Ffff342,10808.2917
0x0c41Cd7DD85FAc144DbFaba2CbB1608d1056Cb14,43501.593909
0x0c29aa62362C993Bcf6eDA08156021fe1a104436,8757.572896771422
0x6bf3F2688c94B17A2Bb83c742E1584EE6de40cc5,53673.66679774018
0xc88bB60B62be38106afBEAde7f2a73790358d08b,47300.665197
0xa72F0E628208c8479A26Dce4d8D0DCf05F6c779f,10610.8649
0x6c2aDb9Ca7E0b9023F71E3c0656bC1126de18a90,4360.512198496325
0x5a2DAaAa09674eEA4024bE2a65ba921B02CCc225,54.92714647034972
0x9845422f69374A8e38c76Fdf5119674F67570782,41739.906949
0x653B96D00446f0114a9D54135f8D2a09b20F3927,10105.1812
0x8EE8F265dbF6dCC4a10998869315517dF9c45981,26.784216612892827
0x5108D7dA55E6d3Cce82506F23400D4c1b390d16a,2345.9216978073255
0xFfD72e1B2130c833069bc5fD37F28e6D5866c6cf,10827.4595
0xF6dde3079b0e734D6f696D4A177a8522cB75cbb0,40396.342627
0x74AEDB9DbEff79b05a96006C81984f6086B64c58,4812.754080443098
0x5cC418F8aac92d653e25c08bb9102b4BDAef07d4,43.925126245229
0x1668ebFa5d2AAb0Da468B78b4B4088036597f294,8897.4886
0x94B56C442C18F67311051BdE363D5DaCc5031a2e,46489.264805
0xF928524fcBD7c7b51330d9aa11c47873da224374,3955.03642143683
0xB4E5D1C8954FcA61a76534532DB491b2927501D5,49.68513693794919
0x37399DC21Bb6d1F7CAC49737E337097b8800088c,11019.6594
0xb3c348cb967Aa55d64822E95413D71C74d7ff0a7,42704.339511
0xc0e0c6396eD971382e70E0bD3a2e0F3fD72C3426,83.22619413638563
0x181FEAeCa0e8cC5A2997466Be3e1AD14ACB39EdA,4251.238939577049
0x6b07ECb208cDe851469e5C7A9AD6F091d7326c6B,11670.8467
0x73Dad3AEe0468b0B459422F3C30aFeF9005191c8,39893.729072
0x6e53E87F2D4bB17716fA5B4B1Fa9ab1A6Eb98CaB,6081.2247097787995
0x718A1E63396ACa7f9b26909c803cB68e495ED6cF,53.083074948496396
0x2027aE41d57D3abE080224C65e87F573A140AFd0,10052.2791
0xfCD64FF44b4b19Ea732B07401ebf06F6D6381d13,50779.604039
0xF3db8F43D2f7092Aa0250575587D052eEC79D6cF,8621.07642527338
0x0d7145a30dE51ECF1058958b4e3c9D2e86f6E23C,54.50634986588031
0xe8d6dA6C3E8c2eca52c370C2b4e9c4DDE325e61e,46204.306011
0x67b72F7A377f9575C1AD7F405a8F7Cbf5D6E1A82,8082.5597
0x8aFA32dbC1159051faE8bB7FBF2c8B93b6E88703,6594.789790448319
0x82968aeEc1E237dDAd2b610a57F56269AD8A5Bc4,58816.0754095102
0xd67C843ec4ba5967D5742E5a0bBD7EBA0E3EBFea,11135.2728
0x49e252ed8F166c67b62eE93038e40B6a1eAda9D2,46597.882931
0x6CAC9199896709625CEF9a8b890a8FF8FAA22E43,4166.346576406908
0xC854C4f799Bf38599F082330e5096cdB2b443215,11678.8077
0xb43Babd3e494A4efb32C72471BD97dFAB4d6F296,45.46156281583597
0xFFbb798d753c5fBFa329B8145D9339Fe89cE09d6,7920.01886508688
0x103CbE0aAFB2ECA23180e3F675c059D41BAC21c9,54276.11749
0x849B714d0A8FAcE73Cb33197b28B3c7a8Df4b43e,10178.3553
0x55375CCB73C67B32315DcA1D9B3Bc2c6130B4c64,35.02195816681883
0xC16c798b7DeB090B74fb3eEaFE8e45fe31b627bb,848.61
0x7dAFa5DAA9Db1135bd32099edD97A59F564683Bb,52368.359731
0xfC34De4Bdf4D269795Ac51970816889517Ef7558,4918.25188715261
0x6824dcE1A43937F102bb5a97b4B7308753348142,10355.3781
0x1f73449fDF2Ac8f3E6Ed69340eBDDb3fa9c86c67,93.1214421343068
0x22e3FfaA89F827158e290c20b1427ec250DEe570,55074.699818
0x86035A6C3CFadC186634f0a661272DFFFf6dfbe7,9349.645040141268
0x2F34dfB375Cc7755dfD030d323F747025B21ed30,58.13297516827255
0x474434159DAb22E5bA85C4906F674fEa026CA06A,54975.464049
0xCb8D082FCB6225cc618e3d912fDCF8A5A3002C0E,8607.9029
0xA1836780013da36fDBC0d7d9065D78Ce8A3Af119,6120.022437478605
0x48FAD6E68A481Ac04d2E49ff254c2745f325F3C3,9141.1977
0x9427269f9995E84278E9C2FB8119EF6Cb235649B,37916.513735
0x029d4646D4092a6985EDD58C1B9Ce92818FF9873,10834.710599865863
0x76b2D1A97e13223df3578B9081cb6E0d93Bc4eBd,58.37370343941579
0xfA0f8D2FcEB5422cd0Ef6E32a1d9df9c17771832,8350.737
0x7F030Fa1Dc5c01c3115B3b37c1D9A28b51DF0B4a,44485.57851
0xd1b253b1F06e33a7D99eDB7c044Ac409F6d31273,6584.70664006769
0xdB8f9592261E594750439F2C9b45853F9F5C6697,61.51828440181174
0xdCab1830B1A25eb5726B17eFDb9AdB3CF6bdF7f8,46544.843399
0x5664E8d9e696004B45233e4062cD2F4b1209FB58,10688.7069
0xfcD9fAb258E4336762e9B516427110e683b4cf99,9975.816296365907
0x3c662e087610ED591c5a417606450bB0AbDb5969,62.918025881836975
0xa1E797984296dA7a8A8667842784533DCE1946D1,8699.7993
0xf32c381046B2F1594Ec3b4fb2C53B4015459c8b8,54619.625946
0x05e4D8e83c12cd52a2C19859816EFf9a1bA05456,9799.882495723179
0xD47F93369C7c3712bAe5234dD0a7d8276A9458bD,116.10946822696907
0xf201bF4100F1215B8503c62fC0c6cdf6922EcD46,10124.0282
0xDb5408317b7020EA4f39f7eE10BaF7a1a745f70a,50602.375411
0x92A71B7e910073b1C5f3c99673232c9Ab84e7978,4370.504045025139
0xf6ECF432Cf83963BD756bbEEa0CfB7BF3917a37F,10584.3879
0x27a5c5034Cdd7465EfCe7A2216aD8CF9Ee7B0B1f,6286.892067488558
0xe1e12E0F4b0F0f996F14c49Fd9b65133bB15F87A,49637.888697
0x7439A22e03FE9C54d2d77e956227ed08a2Ffe0e1,10879.7576
0xDBF8a5c3edEec36c19315Cf04e0367dFcfC92AEA,39280.949514
0x29756964433274B70Fde6863AC27a517F886FeED,7749.820428267685
0x0995779aD57e09Be16f369ce063491daDB172230,8203.076248935255
0x063fBf24871604096AE59ABd4D53c0Dd44e56b81,10078.5151
0x56AAAF55b9ABC2c3eec9fe4cE8B03559Ad42149A,37971.128961
0xc43d16f341856590893265470D2294E3e8fE1eC9,1790.582752
0x4745f25B60fD4C17eCB16B09868e0844aD387eF2,4664.140451036882
0x83212d09DeEbF493Faa286251694137F1535a9e9,41092.893832
0xE0FC7970c2f847Fc8A05F979EdAFf898b36683e3,41974.739485
0xa982Dc165cd248b51Fe59DC8Dd14Aa4d6D549262,113.24473
0x47D6Cbd5e9012aAECd619f637063E2128C166a26,11308.118624511957
0xa86f67BacCD982aE8FEe4000a73F8ff196589fB6,11013.341290056567
0x2AB8c76630d7E03d56616e73517eAF65d615475e,10063.2411
0xE485bbE7FE2A9BEa18187abe0Eb67231788cEc30,41617.467599
0x6d32c96b90b40cE060069Cd1360FD72b3B274f50,7372.1919020582345
0x54085E46622543a0430Fa04C503429d5aA6e035F,10470.157
0xc5232A2936a468c50823e03b4Bc20eE09f47810D,46147.188774
0x6eDF0221224202866803a2A1b5fE6507dD3feF2a,10377.00327083332
0x51a5f4ccD071885AF042EcBd74529BAF6f9Ad846,38361.753812
0x6F57B0E3FdAD0948e956F5b4BB8b0af5E0D1Dc8A,11484.9596
0x2d08a10Da508E109713e4F7C8D8244A1d86A66E6,10501.782358157716
0xc92B93E8f4231a91818EA0775950D203aBA32C22,11630.8981
0x8da27b04C48C4b3c6E58Cabb93efaE587C4c31b9,42012.050499
0xC6E4C72e867A5Ac52b98f40f0B446170C7EdB908,11189.6203
0x5C0Cd6B98d51962e0169CA3717aF1A2c9624933d,8794.18253322848
0xb9d13977f2eF6B6dc347385570EbcB754e69bCc4,48291.807987
0x22966225049F5439C4b0e117BCd5512551cbAd56,7053.44526
0x55D0fF0D7173bf1611AfDE7a228082e53E5B029e,41948.151397
0x6603b00dD2816876AFfc192d562fc376e0D00850,12112.01366897883
0xc5b1b5Ba2D06445de03f6F3a01B36E6e3C668B95,44188.514959
0x5A9832f879dca254F7420ba149670B0B4945b584,6238.626506372735
0x94F95AC56fC7c13BF328f963bc41685f7221c4C3,10481.5805
0x0688391753944Ae96643cd4d8b4b2AC407Ae130D,2872.1543
0xE51bb1cC35895561Dc6C7b760dB1Ad57fD2a92d9,8718.310621285458
0xB4Fde3DB9dbEcEC437BB79eD6bF6E9255b12Ab5b,36872.862399
0xCa7Cb2E6B811549b17472EcBa5eeb5c286d2dDb3,8881.816389675454
0xcdd2C61f36F439742FDcF8a1a1a7940f30F2f18A,61717.8832
0x0B7ac89505022e4bBbf56f68bFe01f34dbf176B7,46711.375284
0xf24232dfc09756aB7B73f56DB4A0fF1620D51485,9602.58266474385
0x3366433Ff70f045506dD4bCd4a3957C0154EEDd5,45631.232134
0x29325eA700B5CeD452627C3b8dBAB396cf780FEA,61918.0216
0x537837B1172cC2677729F835219e4dF02F41581e,146904.6914
0x3e9333c7b6BdC8ABf00c0FA52573C0996c28267C,43414.09711
0xC4BDF564aF2E62137B2b510B85743446995BF654,49.4559972423878
0x9e5dfA81dCa98Ed214E58055af4Ac46A8A1cAC19,27316.58182983718
0xb859907544C5D67b253D163f79e837e9889B456F,44175.818995
0xd1fDFaB29e18d2Ea7c3AD3844e4768E2E1C8D94D,66134.3158
0xC0cCe73E81b7D62FbF0019c10DD88FE13238a9Fd,219907.3849
0xBCb562Af763E2AeA9f16a394c3B6b3d1acEE02a5,48375.983578
0x493B0D0a078CCe2076F18813c35cEdCb26965F79,33472.7948
0x259130C2402CDfB933daAacedaec8F70D56b4355,48638.293156
0xB58692e7c9E10C429777EdcCCFa182B2781B594d,43706.61771
0xd67b8E12dea1f41126Ee6f9A1328e9B3c7b9CFdb,56716.800526
0x0d446bE31437DDaD2a545345003D7629aa9Ee636,42784.545115
0x6bDca8b3B1Bc7AA1cf342fA53db3a06678a721EC,45995.709583
0x21b036C77cc6EB30Ff5Bc2370F696b019702C123,56469.183127
0x1Cf581Db8775Fde227B385A2b883Cf651e358426,1638.227332
0x84b249fd3c7CBB7ad6D03417aEe88D7D637f1da5,40754.178634
0x53583CE1b3C9174da869549fc3A36AECd0ee68e0,43280.592866
0xaF113ddfEc1aBf54674643806311855F9189a2B7,32898.566796
0x2DEEDE49e59A7b5392404Cc33B2Ed68530986F6e,39779.117277
0x251896DaE02db8D0965CbE79AD9d85FF86bC09d2,39854.908617
0x84fd990B5379aC6fD79e2cEDaaD1514e7e56D9A8,41230.505187
0x8188Cbc8F954508f73e3591574A8f53C4Da02725,42969.174484
0x71B2b7a7d3E3a36791314833107a69ab4152A540,41387.543035
0x7d56619517613C430B355C640326c79E40e94Db4,37629.371704
0xD9e277f7484063FDfc155c1a55E1394d7340E2c0,1100.6132
0xA76eDBC63B1414c6fA6B1a37C9c340aC596487Dc,43250.97666
0xA67647bAaeA03BB2a97b1be68a86797D40E60CbC,37225.168543
0x9fC6c1689F53a0e6289d51e96e89C97Ba34C50Ff,42742.815068
0x4E6fbB559D7Ba4bDC045032D8C1fDd60E8fD2074,40326.643129
0xfdba28e9054102Ca1Cb3bb0669497C3Edd02Ca3C,611.5829
0xf98e12f59166f1c66681E7f473C34de5299d2276,35175.900026
0xC3810c8819A052834C3ad20944eeBF718ce2B683,42218.414612
0xAc5Ca979F49C917c43e900c81B30cf62Ea11827C,54386.615875
0x4575B0089Ce9e1715584F5055e366799B8402AEd,47294.686737
0x657B38041731B9306CdFf15A8D8654F07924E2d4,48010.207277
0x6078F0D544F03ef1bE54f02f686F7032D2E8C1EC,45477.324179
0xdEeA123aBa0fA399031a8ed8B6960225199C10B5,46289.590799
0x69A448BaBBE4E97a44716d1EFAE9e3f19FbFE5c9,43410.157613
0xBE0E7BF10e251DeB90e920D55d8eEd8F2caB51e6,46272.265482
0xf8bDfF6369ff354BE763ca86864Bda0916c770c7,14453.677229387751
0xAECd7c938B37623975620A831AC5c8dc12fd9CB4,38939.516363
0xc006CCbEC1BEa4F1C55B331fff38177647f2102e,19241.48481834682
0x90c0F72652ED855e83663D40b9f8708C9E776bc0,42603.660546
0x06B5995420bc3bE22Eed6De98F0a20dC0Df330bD,12282.205296341746
0xaBC442a994c4f8306AC3AB1889829f5CEebA07E1,45333.078855
0xecFb598bF086ADb80f965F68e8439BbAE2830073,55413.354133
0x8585aa4E9d48eb1482fF15a1e9EcB16669CaC049,17411.018730582713
0x1f909329333dAa15A6Bf5e9B3aBD17aCe35958Cd,48894.547367
0x51dD630CE1F1A9b003b943C5c3C7B45a4BA5d6A0,11455.188631196039
0x1B939a044E7C427C783DFA3e807661b3549738c4,44815.7134
0x36Fe3C9f9ac70532E2036866fddEC4fB162ae146,11211.860509878985
0xdC39D1EDae5c3010F89560F1DC086Ba730260363,40199.889979
0xFbC5201A0a7C42Ac94C467E516CC612CfbD17B1F,19322.42100050007
0x8B52D7a5b273ae5B55323b2ab02cFc69a7A204cB,47616.782911
0xcC19dEf42235fD9888cA50afA2A3b3307CbD8f8a,13690.744182288588
0x98d41B514fF1f6FA7BB8dBc4F365865f336D3aec,57793.256662
0xdAa53ffc8b3d2EC3FBa32B5Ce42dd88EfaFC396D,21354.177379543173
0x5c322B95572BD0b16282d063C85d82F58b68bD08,45816.219046
0x0c91686ba95917707AfCAde174A1B29505e0895F,11619.40553468487
0x12ea3318DfE29B49b06931C80aB664AB9577c0D4,13352.606498735939
0xffFcBe77E204544E374AF1FC02a5058E0ed9bcDb,47214.773079
0x46cd4E723F2Bdfa5C541A18d99F4B3F65801350e,19306.568308347472
0x2C0a177d1e60B258Cf7B3163f746116995231D32,45456.921206
0x5F83B60F218143B6a2153454f1aCc1459589d374,16585.00051189688
0xDbd6EFC0DeCDE38A05a53d2A9e80c3773155c493,51007.861739
0xaa5449434116e1d14c12c390f66CbeB2Bcc4B7d7,18982.64455764365
0xd0A48524fE260078054Fb85DD3504De0Bf2098d5,71199.783389
0xE6C4609a87bF8E780296Ec71B81932026D08f33f,15013.677633936135
0xfcb9eA715b43fB0AC0e7b0C42181aa82471d1CCc,58564.331191
0x088484001b29Ce9687b2D7c4C50f17E2B409a3A4,21232.827494757323
0x5df32a33B1BE79f26B738E1ea15c7458d454A40a,43882.703194
0xcef39E04D8C2c294ec949CCbd959690C25648748,52604.644578
0xD8b324E58cAfBbf43BbDE6839084339668FD3746,13342.47068013973
0x7dA773ca743598d1136e5039eE029782F7CEc249,55203.73515
0x57D1eE7e06ae7EdA7923Fca3A08bFc42dB74faaa,17712.208566827765
0x36ca9Cab36139F2f4b379E397cdfEB3574e01Be8,50230.512113
0x7c61B2f6f823b8aBe687D30F5D1cD28ecA957899,12092.607761112191
0x5E9eE00d25c8aCaBa747c2604AEae83945367cF0,58076.219589
0x880e4d28F44d69a6bf9b188f3CBddFa573abe1C7,30092.655334
0x2Db2553A4A9D448AD4729A2949a315d3B26af211,106225.15559718564
0x9D164Bf2BCc72e651A9D6350FC0b08Dd475A25E2,59650.12204
0x5d852d37D21a47f9Dc872Fc08B7235b953AA0394,107346.99149389078
0x7CFcc08CF555A692C8A2EdCbCE3171E3a0A80E90,84728.41444613133
0xa48BcEc53BB36d0AC4520956Ed7c29C003A4611C,44337.811608
0x19a3551D8E8B3ac21B3D34000ffa465d3b64BDb0,0.063515
0x07cEf4F00449a5756dA73E7BFe0bEA57723E2Bb1,107003.17716445429
0xF756833C70EAcebc20DBF0c228Bd5a4852454D3D,0.271158
0x611d3F83226040e26dfea922Bd82e127ba5dB66D,58589.890558
0x584a086A761E21E2cD01FfCA39C168Ea28f0598B,107502.76043813051
0xB714B8c340CD6d921e686650b11b26cB1a3805A6,0.393101
0x66CE452C11612B1f2164d0927Ae2F1340e6D7655,45967.612315
0xd5578449e2654a293a9A254b077b3623C7127130,108625.99327470797
0x0757eAad7CDd1631382b1f592C3086b4eFaB54d3,0.810091
0x92F18Fc5CFa1a596Fafb2B9da19AE61BD5C8c1bc,1.844302
0xF7f6dE9Aaf1C2bAB4E099E8ECE76FE7726759ADf,43438.930371
0xB52db8B1197395CC602ec144d3452557c8b38499,98666.28668313537
0x23EBa5e1DF15323FE86948f17D007413ac218aD6,2.289478
0x0174c0C2577D522D189483EF863B0804B6e2e1E6,42029.353222
0x35784D762E99eC1B28100225A852c125aED54b8B,9.723357
0x8A42D4989633CbB9BedCF7D0b71e017354A12ba2,0.48399915649594966
0x7157D4128b6Fed8e1426dB80b530B6D2DEa2b8C2,60506.75766469776
0x85c7F689afCe8c232B2161d92bC7Ff5926633Fb5,0.001325
0xdE3682c6C67d92950C65B17f9432B2B7eF114c2C,0.058654
0x8d586aCeeaf0Cbbf90f0E3EE9231eA6f144659CD,65917.546536
0x832360f9ED2a53a4CADE6d95adB73ae83dfB9C98,0.942367
0xc57C3EA1Ea5556425352Dd5e36089498679e88aa,0.594614
0xB3ef7DD228477033AdE4804BE002B5647C0A686c,70769.725696
0xf8535a208FDCC80F7b88B948540D9328a66715d2,5.95191
0xbe81Dd6B86Ea15363c9CdEd095df78CaFc76Cdb0,42723.233925
0x19cfDC1C60c72b8D07268889e3415BCde4bDc651,5.726904
0x896b0D70e63426fD6622F91D698fC6C93A6BF365,1.692474
0x8B5bE034e07a9be3E303eB90459A237FF80B6b80,56770.573283
0x2a2CC49584c1DD452E92067bC4A0D1Ea86eD0b3c,1.185577
0xE5933503f14D3141345bccbd9884feD3ee2a4C17,4.417873
0x95b2B58F8087B75858B9F4C6C31b2FF84c47776b,34337.61687745262
0x35E9D6d4eCd2a0B94a6FF9c8efF3dc02a791f53C,32055.212460085186
0x0946E55be38B84995bC7e2D4C0f1C40A083C2cB2,834.6591030490875
0x7414F753faBBaeD76a58e8d7F6Eb28Ba310CfB31,25543.269532137067
0x496873d2C4a12d9fEa02e715785E03B5f5B19Ee5,0.769392
0xb31610406a6599646DDf6833E7281dBDf24a172C,57079.222737335695
0xcAC21d017a0442cCafEcE5904925dc30b13C8F1a,0.575961
0x50EBeB97e9Be6971522887Ac4A7B389cF86d5E9d,50636.4972655448
0xDAe614be6934F2c059f132231c201191fF64B679,4.1565259502220755
0x9957dF6d290961D09C11Ee918f55fD7F8E510C63,19496.81343614397
0xf8f1A8C5cB4f09dAEd09e0407EB7F6664f83fFd2,3.649437
0x8f3D89718f190361dC55a6B2B4F17E5b6e7A665f,21790.48350759573
0x5D5E2ae208e8318081eEDFc031597C3bfBb3E15B,0.85795
0x04B83594430d9d60fE327df87915E4EFa9537504,27122.60274280514
0x7CEAbC0E5b885ce580861076D741887d8B82064A,4.256242
0x02D19aB758c83C748Daf6101E744Ed52c6d80300,11740.110102890098
0x915A21530313F14F2A15180D609716C3c16c0592,1233.413225
0x7B2F58a97F93913EdAe2A23B538B02A9B160277C,2.798562
0x186227dB8408F80D378FF18dde035A6CBCFCa957,23936.558092050323
0x8641dD745BC3cB48B5C6580fC8d5CC8372C362a6,6.234597
0x2C5f7c088096D0E682f5F9cc0c66360Ff24a492A,18226.300795919404
0x3433f7c86DA4f1fb0b11d61C81a08628Fec9EFCe,0.956954
0x2EAe45B0C7b4562Aab041bdB9280320d227Cb5b5,11548.052306427691
0x6FBF8a3D1d6c7E49eF6500b157A976B6598c2b4c,0.085306
0xD496Cf921021B2B3985cFa6bCdC65C1C030c74a0,19958.751006598774
0xE7b7977f0E3EE228B76DfDE72Aaf5f27907353d2,0.382841
0xA169Fce83fC6B62DA800BC407F7Cc4887D3E16ee,52745.774920500706
0x88364929DdD023d323b53c7f0752e97A6E4498a8,5.3001
0xd4208B53f64509Ba0448653b84EF7c8B11bf3a61,33585.17583403939
0xAEc7D297AeBFA73b390EfC763cB657C753323747,42058.87866867146
0xc3856f897e9d1F0daE1067763AFC0f85D0F2DA68,3.511314
0x6c73A6a040004c2dc6ADf0Ce9C4AcAD5E13F3f41,0.656561
0x94c05B2b017C7b1C5C1566828B56D1F20FC04F58,0.896244
0x2E6ccF2e2c210008F072e367c096B975A71c2D76,0.262199
0xE12EE6D0E8844C93794014e690Cb3BFe7D32579b,8.996776
0x7b1e83132Bb1c1AB654De228cfCBD283d3B1C4B9,0.716869
0x7F3f37b4D2FC90Df3354D41384f7bcf8279742be,4.889642
0xc3155e73f8F583935661BCFd23b4BbFC059E24CD,0.922828
0x3FdB0664825Ce584Cf19F213F092e3E36361Be1F,2.45907
0x6D2aed17f5Bfd42FBA45720f6ac9aBf463f6ABB5,0.714076
0xF853ba031ec94E30E58E63CfB0E3673767A4a7CB,1204.711391
0x45c3368d1B5479440A774D98542f594fe01D5B4d,0.515845
0x58a23f0Aeb924A3D5Ba00Fb15D4494634E9CAC4C,0.8714003832724495
0x3b1DB0FbeA3711fcccdD3bc9fBc40F352661F09B,0.808577
0x1ba9A74E051f87c206E6F11626C376c6BE2816B7,2.440098
0xBE50d9061aD590F1E534E8b9fcc3a04Cac05A76e,3.3344
0xC8379f500ff82439338c9D6429Cfda31e9Bdf402,2.095
0x1D21aB13Cba92F5c37f5B07194deFAE1Bee3ecBF,8.3302
0x4b69763200203C5CA48Df9726e63c79bDd964D7b,24521.29836345808
0x2873623CDe896D6CDc64c8F2531BF0fad43D2626,3.0324
0x0e94Ab1Aad394E7fFfAa021A511F2aC384e6ED05,8.7636
0xdEd2A3Ab122e1446EA8983fcef9a0d32D07b5eD0,0.3465
0xC61DCB51c4097D97fdfd2EcA8635cDae5Fc9CcA1,8.9102
0x408994C0Bee7ec6630eBA50430A60dE221027901,135.58507154884708
0xb1A30172036Db106eC67926918F138138065743c,0.0364
0x97b10A5B42625fA71fB166519144c867bF548E2a,26379.325114053747
0xba442aF945F9f79fd59e404551558474297B72ae,57914.79996965284
0xE5a04da5a99d7C6747542568318a4817b1cFF01F,987.0
0xfb5BAb54A33f609cd038b0dB9Cf47E3c11b1c25f,133400.3484899397
0xceA178393BBCe624f38F406a3D89dCE037aC8744,53592.202216648875
0xa402E283b3FEE8AF01B37Fd5D389BDa26E96a9BA,82737.67167478552
0xB96E991791091CC71dAE790C3C552EAdc206950B,1.663458
0xF7B8CdE9b824A07b9664e2828b7DFd1C8A45f5fd,408.8105
0x8e37F65c3e5F1435ab3e916452974ed8F4B55089,37315.2426288915
0xB52db8B1197395CC602ec144d3452557c8b38499,10000.0
0x7E2901F46C246439D0A002e74918Ac7efAb1E211,0.597611
0x5768493D66969488145586627877cBab34c58209,35207.08071042581
0xdf1B6d9Ef2253A75A3698C917134b46B8F240a02,6.690916
0x43515E3a1de51947C028BfF4b46853095a94Bcd0,117072.30262886646
0x5504544Bf07dc6b209B9a3bb6dF7975A0024165B,84524.4677707848
0xEf83dbA88b295721A5EC27bc4f5b62752C6f9AaC,59064.857024804194
0xe0bBBa8E7253Bd246e91AAC89c6EBAF73f48f861,26957.193927184508
0xcfa79D1fF8899a80cC7eEc60bDF711a881313C50,1.0775863099071812
0xcC7CE00271BB3f3A21DbCA2f3597206F7A30ddee,58766.348927144056
0x6ddCb38A55BbB9B71769c081Daff48b5dEda52de,56585.68992679041
0x14af777d46DcA44A3e622D886FCBe88432c5d65D,0.006775924949203854
0xcd9Ee4ED540e5b935d066d57fbbdd0Cf23739c89,0.05398230801931782
0xc02C050258c63F33d2328d2261719CD06Ec0384E,0.19746776000818267
0xc41e82C85DcA3fd3F66954703cF36858179B047b,0.7695121262046772
0xF697837fcd02e56D0EC30C0702759f57716467f2,0.5466554007872377
0xaE16b4b3D304E18f6a3B9F0D153FbbC3bBb09ba6,1.984537602537897
0x191F561Bd87BAFB504fBb858903edAb315A0b3B3,0.01506191938006825
0x7358A56Ec4ddac0DdD4aA85D0dBD83b7F3e4c66f,0.5390714160124577
0x15eE7ba3a99417bFad177143809d8D194Ba2FAe0,0.7055605171363779
0x7D4CC56EFfE2735a58a13575d028Ce76c817cebA,0.7474297877024235
0xA7A87782F0BEbb535795b35d79c4F06D8aeEB2F8,0.8204978364189541
0x50E3EbcC42fe00514187a96e43C1367AE761bDc5,3.5630455946711557
0x2CFde40Ed32d303489A69145b1f1778da4C7Fa19,1.5672252195924399
0xa12e31da6DfFC0262Fa4Fe4290A6FA3b4D87d7Df,0.11000154963745762
0x25884112d68380F4633BD6DDA3A53aa19BE80f14,1.727191143276884
0x4CD189954F1258D2D867feaC564a980470BCc32d,0.5559397591361941
0x1cbb9FC36B690C373c7Ef1a663bF02b390b8A9B1,1.6420713096568273
0x7be676dd3287fFa357880Bc9CAb137Fb6a63792D,20869.1
0x0f9d56F817b56fDd589b94019052433F3D7e2cC1,0.06486618079819681
0x660FAF9d7F8E12607C8F3545E3F1F6d6BE0a35Ab,0.48325695197627194
0xCaab4D9A3D56C0533ee249c15E78a0D7535706ba,9.526982224929412
0xB914f4Ac67E200a6f974Bb40011078b833F439E8,81.41596351520364
0xc23399F5486c9712444c1C08B8bA34b226011F35,8.714608093708978
0xC4389131c1139d2aB393E49F67e37C4552d5c4dF,48011.38131714387
0x2856064a80832FcdAcf1f190f89e4754810Cd1C7,827.3587
0xB295f66928db2bb402A0Cb97A4aD5E5ccfD96d17,56022.37511607455
0xA4EE406336cb14733cFCC6C16Ca118Bb0229ffb5,15196.726870118287
0xBa933Cc865aaAA560e74CC17733AA88f7f54A2D7,18819.285362413004
0x15D00583879a6246fCb528b5792903fB5a0F0D15,18482.496232867314
0x9bD5D727F1E24Ce5FB3C64Eb34ECD8Ee192d4260,20484.209967454368
0xA7bd1DEE18B3b00E7E03208fa7278fcd8842eF05,10344.723093616129
0x570366d156ff7d5b62d0E200C393aEbad63bD9E3,5875.266898834039
0x3919071B5E19EC152bEc639Dec90F2f05410d9Eb,7022.00536285751
0x10641744FeeC8953Fa48073927E68e6E114664Ee,3896.1011148547914
0x33d607c219c92776D8b08eECD9C541c3c1Ea11D3,5847.867766120272
0x6Ea83726adb1A53BE4eB48Bb4523f178055199dd,13662.393047316218
0xa99952b3a379007912C2677f3e2902fB293Cc421,4654.827032134543
0xFe07f1091C6A3a6000bBB45b68221aDa9E5cd0E4,10694.04972716754
0x32Ad3e34AAFD44633c1c896867480fac1039C55E,3915.9732012329546
0xBfa9C00b3754d6bF5bD9e38A88192E8C1a50fB1e,7053.791238044938
0x46c16F8e9D96fD9E3E94efaC7BB97fD15388De3b,12752.448122979435
0xAa1C306B899e7e979aD65AAdCB4b91B8b3FD4744,6849.748674402269
0xE6c45a0142AD92012D95f029700847d9b0E5C75F,3922.824305700737
0x564b2B31D4Ed2244DFF21285E01Fe2A1C16CE35d,8849.055171932861
0x3fe58AdF46FB94C787AE1E1C298Ced05148B13Ea,5919.865991502335
0x7fa8Ad50DBD4f341FE9C27785ae5bC387b0a5043,9862.543185256423
0xfF8e229B792697949167A4eccA8E2E3049b2bE36,19763.038896617476
0x54Eb74C141EE3192420dD5E8c492DBDb6788E78B,9823.442919396648
0x7E626C54F81205e70297B62E3bED53A51726BfEC,7901.472756097741
0x679C4665F5e4E3c2156e31Cd0Fd7698b11695190,5783.569014768784
